case_id,category,architecture,passed,overall_score,heuristic_score,rag_score,retrieval_score,smoke_passed,rag_quality_passed,retrieval_passed,confidence,source_mode,used_web_fallback,citation_count,latency_ms,tool_calls,needs_human_review,answer_preview
hk_university_support_comparison,comparison,plan_execute,False,0.555,0.556,0.6107,0.4213,False,False,True,High,internal_only,False,5,11,3,True,- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Log in A one-stop online job information system For employers and...
hk_university_support_comparison,comparison,react_loop,False,0.629,0.556,0.7346,0.4213,False,False,True,High,internal_only,False,6,5,1,True,- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Log in A one-stop online job information system For employers and...
hk_startup_support_official_sources,official_source_audit,deterministic_controller,False,0.655,0.833,0.75,0.3206,False,False,True,High,internal_only,False,6,16,3,True,The controlled research loop found these supported points: - ) + Marketing Product Marketing Jobs Client Support Jobs + Data Analytics Client Support Jobs Client Onboarding Jobs + Corporate Actions Client Onboarding Jobs Jobs in Hong Kong + Intern Jobs in Hong Kong + Graduate Programme Jobs in Hong Kong + Internship... [1] - About Us - 香港技術與創新支持中心 HKTISC...
hk_startup_support_official_sources,official_source_audit,coverage_rag,False,0.675,0.833,0.7833,0.3206,False,False,True,High,internal_only,False,6,15,2,True,- ) + Marketing Product Marketing Jobs Client Support Jobs + Data Analytics Client Support Jobs Client Onboarding Jobs + Corporate Actions Client Onboarding Jobs Jobs in Hong Kong + Intern Jobs in Hong Kong + Graduate Programme Jobs in Hong Kong + Internship Jobs in Hong Kong +... [1] - About Us - 香港技術與創新支持中心 HKTISC Hong Kong Technology and Innovation...
hk_startup_support_official_sources,official_source_audit,plan_execute,False,0.624,0.833,0.7694,0.1513,False,False,True,High,internal_only,False,4,20,3,True,- ) + Marketing Product Marketing Jobs Client Support Jobs + Data Analytics Client Support Jobs Client Onboarding Jobs + Corporate Actions Client Onboarding Jobs Jobs in Hong Kong + Intern Jobs in Hong Kong + Graduate Programme Jobs in Hong Kong + Internship Jobs in Hong Kong +... [1] - About Us - 香港技術與創新支持中心 HKTISC Hong Kong Technology and Innovation...
hk_startup_support_official_sources,official_source_audit,react_loop,False,0.675,0.833,0.7833,0.3206,False,False,True,High,internal_only,False,6,15,1,True,- ) + Marketing Product Marketing Jobs Client Support Jobs + Data Analytics Client Support Jobs Client Onboarding Jobs + Corporate Actions Client Onboarding Jobs Jobs in Hong Kong + Intern Jobs in Hong Kong + Graduate Programme Jobs in Hong Kong + Internship Jobs in Hong Kong +... [1] - About Us - 香港技術與創新支持中心 HKTISC Hong Kong Technology and Innovation...
hku_cuhk_startup_examples,startup_examples,deterministic_controller,False,0.769,0.857,0.7056,0.8687,False,False,True,High,internal_only,False,3,8,3,True,The controlled research loop found these supported points: - Starting Year NIL Project/Company Logo Project/Company Name Countryside Curators Limited Business Area Countryside Conservation Source of Funding/Programme S-KPF Starting Year 2023 Project/Company Logo Project/Company Name AnalyticX Business Area Source of... [1] - News & Events Events...
hku_cuhk_startup_examples,startup_examples,coverage_rag,False,0.786,0.857,0.7333,0.8687,False,False,True,High,internal_only,False,3,6,2,True,- Starting Year NIL Project/Company Logo Project/Company Name Countryside Curators Limited Business Area Countryside Conservation Source of Funding/Programme S-KPF Starting Year 2023 Project/Company Logo Project/Company Name AnalyticX Business Area Source of Funding/Programme PI... [1] - News & Events Events Announcements Innovation Day Webinar Series...
hku_cuhk_startup_examples,startup_examples,plan_execute,False,0.672,0.714,0.7095,0.5562,False,False,True,Medium,internal_only,False,1,7,2,True,- Starting Year NIL Project/Company Logo Project/Company Name Countryside Curators Limited Business Area Countryside Conservation Source of Funding/Programme S-KPF Starting Year 2023 Project/Company Logo Project/Company Name AnalyticX Business Area Source of Funding/Programme PI... [1] - News & Events Events Announcements Innovation Day Webinar Series...
hku_cuhk_startup_examples,startup_examples,react_loop,False,0.786,0.857,0.7333,0.8687,False,False,True,High,internal_only,False,3,6,1,True,- Starting Year NIL Project/Company Logo Project/Company Name Countryside Curators Limited Business Area Countryside Conservation Source of Funding/Programme S-KPF Starting Year 2023 Project/Company Logo Project/Company Name AnalyticX Business Area Source of Funding/Programme PI... [1] - News & Events Events Announcements Innovation Day Webinar Series...
shenzhen_commercialization_policy,shenzhen_policy,deterministic_controller,False,0.415,0.571,0.5481,0.0,False,False,False,High,internal_only,False,6,44,3,True,The controlled research loop found these supported points: - PA P E R M AY 2 0 2 2 T E C H N O L O G Y A N D P U B L I C P U R P O S E P R O J E C T Deep Tech Entrepreneurship: From Lab to Impact Main Author: Livio Valenti Research Assistants: Philipp Heuermann and Heather Ichord Technology and Public Purpose Project... [1] - ABOUT NACIE The National...
shenzhen_commercialization_policy,shenzhen_policy,coverage_rag,False,0.431,0.571,0.5758,0.0,False,False,False,High,internal_only,False,6,39,2,True,- PA P E R M AY 2 0 2 2 T E C H N O L O G Y A N D P U B L I C P U R P O S E P R O J E C T Deep Tech Entrepreneurship: From Lab to Impact Main Author: Livio Valenti Research Assistants: Philipp Heuermann and Heather Ichord Technology and Public Purpose Project Belfer Center for... [1] - ABOUT NACIE The National Advisory Council on Innovation and...
shenzhen_commercialization_policy,shenzhen_policy,plan_execute,False,0.421,0.571,0.5592,0.0,False,False,False,High,internal_only,False,6,46,3,True,- PA P E R M AY 2 0 2 2 T E C H N O L O G Y A N D P U B L I C P U R P O S E P R O J E C T Deep Tech Entrepreneurship: From Lab to Impact Main Author: Livio Valenti Research Assistants: Philipp Heuermann and Heather Ichord Technology and Public Purpose Project Belfer Center for... [1] - ABOUT NACIE The National Advisory Council on Innovation and...
shenzhen_commercialization_policy,shenzhen_policy,react_loop,False,0.431,0.571,0.5758,0.0,False,False,False,High,internal_only,False,6,39,1,True,- PA P E R M AY 2 0 2 2 T E C H N O L O G Y A N D P U B L I C P U R P O S E P R O J E C T Deep Tech Entrepreneurship: From Lab to Impact Main Author: Livio Valenti Research Assistants: Philipp Heuermann and Heather Ichord Technology and Public Purpose Project Belfer Center for... [1] - ABOUT NACIE The National Advisory Council on Innovation and...
shenzhen_talent_and_training_support,shenzhen_policy,deterministic_controller,False,0.474,0.571,0.6464,0.0,False,False,False,High,internal_only,False,5,9,3,True,"The controlled research loop found these supported points: - - Business not profitable (29.4%) - Family or personal reasons (21.0%) - Problems getting finance (16.2%) For men, the top three reasons were: - Business not profitable (30.3%) - Another opportunity, such as a job, retirement, or school (17.1%) - Problems... [1] - . For policymakers and..."
shenzhen_talent_and_training_support,shenzhen_policy,coverage_rag,False,0.47,0.571,0.6404,0.0,False,False,False,High,internal_only,False,5,7,2,True,"- Business not profitable (29.4%) - Family or personal reasons (21.0%) - Problems getting finance (16.2%) For men, the top three reasons were: - Business not profitable (30.3%) - Another opportunity, such as a job, retirement, or school (17.1%) - Problems getting finance (16.1%)... [1] - For policymakers and stakeholders, it is key to recognize the synergy..."
shenzhen_talent_and_training_support,shenzhen_policy,plan_execute,False,0.351,0.429,0.4779,0.0,False,False,False,High,internal_only,True,4,14,4,True,"- Business not profitable (29.4%) - Family or personal reasons (21.0%) - Problems getting finance (16.2%) For men, the top three reasons were: - Business not profitable (30.3%) - Another opportunity, such as a job, retirement, or school (17.1%) - Problems getting finance (16.1%)... [1] - For policymakers and stakeholders, it is key to recognize the synergy..."
shenzhen_talent_and_training_support,shenzhen_policy,react_loop,False,0.47,0.571,0.6404,0.0,False,False,False,High,internal_only,False,5,6,1,True,"- Business not profitable (29.4%) - Family or personal reasons (21.0%) - Problems getting finance (16.2%) For men, the top three reasons were: - Business not profitable (30.3%) - Another opportunity, such as a job, retirement, or school (17.1%) - Problems getting finance (16.1%)... [1] - For policymakers and stakeholders, it is key to recognize the synergy..."
shenzhen_vc_and_sme_policy,shenzhen_policy,deterministic_controller,False,0.453,0.857,0.5408,0.0,False,False,False,High,internal_only,False,6,47,3,True,"The controlled research loop found these supported points: - . This strategy also utilizes an R&D tax credit to incentivize investment in robotics, which ranges from 8.5 percent to 18.5 percent, depending on company size and R&D intensity.[[55]]( edn55) Additionally, Australia has begun implementing a series of grants... [1] - ith entrepreneurs in deprived..."
shenzhen_vc_and_sme_policy,shenzhen_policy,coverage_rag,False,0.463,0.857,0.5573,0.0,False,False,False,High,internal_only,False,6,42,2,True,"- This strategy also utilizes an R&D tax credit to incentivize investment in robotics, which ranges from 8.5 percent to 18.5 percent, depending on company size and R&D intensity.[[55]]( edn55) Additionally, Australia has begun implementing a series of grants for small and... [1] - ith entrepreneurs in deprived areas struggling due to low awareness of..."
shenzhen_vc_and_sme_policy,shenzhen_policy,plan_execute,False,0.444,0.857,0.5261,0.0,False,False,False,High,internal_only,False,6,40,3,True,"- This strategy also utilizes an R&D tax credit to incentivize investment in robotics, which ranges from 8.5 percent to 18.5 percent, depending on company size and R&D intensity.[[55]]( edn55) Additionally, Australia has begun implementing a series of grants for small and... [1] - ith entrepreneurs in deprived areas struggling due to low awareness of..."
shenzhen_vc_and_sme_policy,shenzhen_policy,react_loop,False,0.463,0.857,0.5573,0.0,False,False,False,High,internal_only,False,6,47,1,True,"- This strategy also utilizes an R&D tax credit to incentivize investment in robotics, which ranges from 8.5 percent to 18.5 percent, depending on company size and R&D intensity.[[55]]( edn55) Additionally, Australia has begun implementing a series of grants for small and... [1] - ith entrepreneurs in deprived areas struggling due to low awareness of..."
hong_kong_vs_shenzhen_support_model,cross_border_comparison,deterministic_controller,False,0.445,0.5,0.5512,0.1554,False,False,True,High,internal_only,False,5,10,3,True,The controlled research loop found these supported points: - 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 9 Nov 2022 AI＆Web3 火大教育于佳宁受聘出任香港區塊鏈協會榮譽主席 近日，火大教育校長于佳宁博士受聘成為新加坡亞洲區塊鏈產業研究院元宇宙專業委員會主席、香港區塊鏈協會榮譽主席、Alibaba... [1] - The Global Startup Ecosystem Report 2025 The...
hong_kong_vs_shenzhen_support_model,cross_border_comparison,coverage_rag,False,0.446,0.5,0.5542,0.1554,False,False,True,High,internal_only,False,5,8,2,True,- 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 [1] - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [2] - Templates]( Invention...
hong_kong_vs_shenzhen_support_model,cross_border_comparison,plan_execute,False,0.455,0.5,0.5693,0.1554,False,False,True,High,internal_only,False,5,14,3,True,- 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 [1] - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [2] - Templates]( Invention...
hong_kong_vs_shenzhen_support_model,cross_border_comparison,react_loop,False,0.446,0.5,0.5542,0.1554,False,False,True,High,internal_only,False,5,8,1,True,- 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 [1] - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [2] - Templates]( Invention...
cross_border_data_gaps,gap_analysis,deterministic_controller,False,0.437,0.333,0.6454,0.0,False,False,False,Low,internal_only,True,6,17,4,True,The controlled research loop found these supported points: - Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. Hudson River Trading's immense operational leverage 12 May 2026 2 0 Financial Morning Coffee: Chirayu Rana wants to go the whole way with... [1] - Add datasets to the download queue...
cross_border_data_gaps,gap_analysis,coverage_rag,False,0.387,0.167,0.6025,0.0,False,False,False,High,internal_only,True,6,16,2,True,"- Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. [1] - Add datasets to the download queue if you want to download multiple datasets in one go. [2] - Major functions provided in the latest version of MyKE Mobile App include: Easy Parking, Easy Walking, Points of Interest, My Map, Fly and..."
cross_border_data_gaps,gap_analysis,plan_execute,False,0.387,0.167,0.6025,0.0,False,False,False,High,internal_only,True,6,24,4,True,"- Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. [1] - Add datasets to the download queue if you want to download multiple datasets in one go. [2] - Major functions provided in the latest version of MyKE Mobile App include: Easy Parking, Easy Walking, Points of Interest, My Map, Fly and..."
cross_border_data_gaps,gap_analysis,react_loop,False,0.387,0.167,0.6025,0.0,False,False,False,High,internal_only,True,6,12,2,True,"- Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. [1] - Add datasets to the download queue if you want to download multiple datasets in one go. [2] - Major functions provided in the latest version of MyKE Mobile App include: Easy Parking, Easy Walking, Points of Interest, My Map, Fly and..."
source_reliability_audit,source_quality,deterministic_controller,False,0.372,0.6,0.4699,0.0,False,False,False,High,internal_only,False,6,12,3,True,"The controlled research loop found these supported points: - . This list will be updated periodically.ii The initial expectation of this initiative was for Research England to monitor universities in England, however there has been significant buy-in from Higher Education Providers (HEPs) across the nations. This... [1] - . It sought to introduce a single..."
source_reliability_audit,source_quality,coverage_rag,False,0.384,0.6,0.4907,0.0,False,False,False,High,internal_only,False,6,11,2,True,"- This list will be updated periodically.ii The initial expectation of this initiative was for Research England to monitor universities in England, however there has been significant buy-in from Higher Education Providers (HEPs) across the nations. [1] - It sought to introduce a single digital front-door, replacing the outdated JeS-Siebel system, which was..."
source_reliability_audit,source_quality,plan_execute,False,0.384,0.6,0.4907,0.0,False,False,False,High,internal_only,False,6,22,2,True,"- This list will be updated periodically.ii The initial expectation of this initiative was for Research England to monitor universities in England, however there has been significant buy-in from Higher Education Providers (HEPs) across the nations. [1] - It sought to introduce a single digital front-door, replacing the outdated JeS-Siebel system, which was..."
source_reliability_audit,source_quality,react_loop,False,0.384,0.6,0.4907,0.0,False,False,False,High,internal_only,False,6,11,1,True,"- This list will be updated periodically.ii The initial expectation of this initiative was for Research England to monitor universities in England, however there has been significant buy-in from Higher Education Providers (HEPs) across the nations. [1] - It sought to introduce a single digital front-door, replacing the outdated JeS-Siebel system, which was..."
latest_hong_kong_grants_requires_web,current_web_needed,deterministic_controller,False,0.731,0.667,0.7528,,False,False,True,Low,internal_only,True,4,9,4,True,"The controlled research loop found these supported points: - Templates]( Invention disclosure form Form A Form B Templates of research-related agreements Useful data Technology Commercialisation Technology Commercialisation June 2023 Current Collaboration Opportunities FAQs Startups TSSSU Program and Application TSSSU... [1] - As a Fintech startup, FTAHK..."
latest_hong_kong_grants_requires_web,current_web_needed,coverage_rag,False,0.611,0.5,0.6486,,False,False,True,Medium,internal_only,True,4,8,2,True,"- Templates]( Invention disclosure form Form A Form B Templates of research-related agreements Useful data Technology Commercialisation Technology Commercialisation June 2023 Current Collaboration Opportunities FAQs Startups TSSSU Program and Application TSSSU Awardees 2020 TSSSU... [1] - As a Fintech startup, FTAHK has helped connect us to different..."
latest_hong_kong_grants_requires_web,current_web_needed,plan_execute,False,0.655,0.5,0.7069,,False,False,True,Medium,internal_only,False,4,14,3,True,"- Templates]( Invention disclosure form Form A Form B Templates of research-related agreements Useful data Technology Commercialisation Technology Commercialisation June 2023 Current Collaboration Opportunities FAQs Startups TSSSU Program and Application TSSSU Awardees 2020 TSSSU... [1] - As a Fintech startup, FTAHK has helped connect us to different..."
latest_hong_kong_grants_requires_web,current_web_needed,react_loop,False,0.611,0.5,0.6486,,False,False,True,Medium,internal_only,True,4,7,2,True,"- Templates]( Invention disclosure form Form A Form B Templates of research-related agreements Useful data Technology Commercialisation Technology Commercialisation June 2023 Current Collaboration Opportunities FAQs Startups TSSSU Program and Application TSSSU Awardees 2020 TSSSU... [1] - As a Fintech startup, FTAHK has helped connect us to different..."
latest_shenzhen_policy_requires_web,current_web_needed,deterministic_controller,False,0.663,0.6,0.6843,,False,False,True,Low,internal_only,True,6,20,4,True,"The controlled research loop found these supported points: - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. Introduction The Global Startup Ecosystem Report 2025 (GSER 2025) is a... [1] - . — July 29, 2025 — Life Backu... View..."
latest_shenzhen_policy_requires_web,current_web_needed,coverage_rag,False,0.647,0.6,0.6622,,False,False,True,High,internal_only,True,6,19,2,True,"- The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [1] - Recruiting has always been a cornerstone of business growth,... [2] - It simply isn’t not a researcher's job to explore commercial potential. [3] - State Ranking Framework..."
latest_shenzhen_policy_requires_web,current_web_needed,plan_execute,False,0.587,0.4,0.6494,,False,False,True,High,internal_only,False,4,20,3,True,"- The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [1] - Recruiting has always been a cornerstone of business growth,... [2] - It simply isn’t not a researcher's job to explore commercial potential. [3] - Mexico City, Montevideo in..."
latest_shenzhen_policy_requires_web,current_web_needed,react_loop,False,0.647,0.6,0.6622,,False,False,True,High,internal_only,True,6,19,2,True,"- The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [1] - Recruiting has always been a cornerstone of business growth,... [2] - It simply isn’t not a researcher's job to explore commercial potential. [3] - State Ranking Framework..."
outside_scope_france_startup_visa,external_current,deterministic_controller,False,0.518,0.6,0.4908,,False,False,True,Low,internal_only,True,5,17,4,True,The controlled research loop found these supported points: - Each venture idea should keep track of: Description of idea Market needs this venture would address Technical capabilities this venture might leverage Business model Competition Team Outstanding risks References A key activity to generate promising ideas is... [1] - Create a supporting structure...
outside_scope_france_startup_visa,external_current,coverage_rag,False,0.523,0.6,0.4974,,False,False,True,Medium,internal_only,True,5,15,2,True,"- Each venture idea should keep track of: Description of idea Market needs this venture would address Technical capabilities this venture might leverage Business model Competition Team Outstanding risks References A key activity to generate promising ideas is to organize guided... [1] - Create a supporting structure for your VBs Beyond a salary and a desk,..."
outside_scope_france_startup_visa,external_current,plan_execute,False,0.473,0.4,0.4974,,False,False,True,Medium,internal_only,False,5,19,2,True,"- Each venture idea should keep track of: Description of idea Market needs this venture would address Technical capabilities this venture might leverage Business model Competition Team Outstanding risks References A key activity to generate promising ideas is to organize guided... [1] - Create a supporting structure for your VBs Beyond a salary and a desk,..."
outside_scope_france_startup_visa,external_current,react_loop,False,0.523,0.6,0.4974,,False,False,True,Medium,internal_only,True,5,20,2,True,"- Each venture idea should keep track of: Description of idea Market needs this venture would address Technical capabilities this venture might leverage Business model Competition Team Outstanding risks References A key activity to generate promising ideas is to organize guided... [1] - Create a supporting structure for your VBs Beyond a salary and a desk,..."
unanswerable_exact_last_week_grant_count,unanswerable,deterministic_controller,False,0.423,0.667,0.3413,,False,False,True,High,internal_only,False,6,13,3,True,The controlled research loop found these supported points: - Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th... [1] - Call for Applications - 6th...
unanswerable_exact_last_week_grant_count,unanswerable,coverage_rag,False,0.443,0.667,0.3691,,False,False,True,High,internal_only,False,6,8,2,True,- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Call for Applications - 6th Asia Exhibition of Innovations and...
unanswerable_exact_last_week_grant_count,unanswerable,plan_execute,False,0.435,0.667,0.3572,,False,False,True,High,internal_only,False,4,21,3,True,- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Call for Applications - 6th Asia Exhibition of Innovations and...
unanswerable_exact_last_week_grant_count,unanswerable,react_loop,False,0.443,0.667,0.3691,,False,False,True,High,internal_only,False,6,7,1,True,- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Call for Applications - 6th Asia Exhibition of Innovations and...
unanswerable_best_architecture_claim,unanswerable,deterministic_controller,False,0.229,0.0,0.3055,,False,False,True,Low,internal_only,True,6,21,4,True,"The controlled research loop found these supported points: - The Widening AI Value Gap Build for the Future 2025 September 2025 By Jessica Apotheker, Vinciane Beauchene, Nicolas de Bellefonds, Patrick Forth, Marc Roman Franke, Michael Grebe, Nina Kataeva, Santeri Kirvelä, Djon Kleine, Romain de Laubier, Vladimir Lukic,... [1] - Control..."
unanswerable_best_architecture_claim,unanswerable,coverage_rag,False,0.25,0.0,0.3333,,False,False,True,High,internal_only,True,6,21,2,True,"- The Widening AI Value Gap Build for the Future 2025 September 2025 By Jessica Apotheker, Vinciane Beauchene, Nicolas de Bellefonds, Patrick Forth, Marc Roman Franke, Michael Grebe, Nina Kataeva, Santeri Kirvelä, Djon Kleine, Romain de Laubier, Vladimir Lukic, Amanda Luther, Mary... [1] - Control..."
unanswerable_best_architecture_claim,unanswerable,plan_execute,False,0.312,0.333,0.3055,,False,False,True,High,internal_only,False,6,24,2,True,"- The Widening AI Value Gap Build for the Future 2025 September 2025 By Jessica Apotheker, Vinciane Beauchene, Nicolas de Bellefonds, Patrick Forth, Marc Roman Franke, Michael Grebe, Nina Kataeva, Santeri Kirvelä, Djon Kleine, Romain de Laubier, Vladimir Lukic, Amanda Luther, Mary... [1] - Control..."
