case_id,category,architecture,question,answer_preview,current_failure_reasons,human_decision__good_bad_unclear,answer_quality__good_partial_bad,retrieval_quality__good_partial_bad,should_have_used_web__yes_no,should_refuse__yes_no,source_ids_to_add,chunk_ids_to_add,required_claims_to_add,forbidden_claims_to_add,human_notes
hk_university_support_comparison,comparison,plan_execute,"Compare the Hong Kong university entrepreneurship support signals across HKU, CUHK, HKUST, PolyU, HKBU, and EdUHK.",- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Log in A one-stop online job information system For employers and...,Smoke check failed: answer_contains:HKU; Smoke check failed: answer_contains:HKUST; Smoke check failed: answer_contains:PolyU; Smoke check failed: answer_contains:EdUHK; RAG dimension failed: context_relevance - Matched 6 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 5 of 13 key question terms.; RAG dimension failed: context_support - Context contained 1 of 3 required claim(s).,,,,,,,,,,
hk_university_support_comparison,comparison,react_loop,"Compare the Hong Kong university entrepreneurship support signals across HKU, CUHK, HKUST, PolyU, HKBU, and EdUHK.",- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Log in A one-stop online job information system For employers and...,Smoke check failed: answer_contains:HKU; Smoke check failed: answer_contains:HKUST; Smoke check failed: answer_contains:PolyU; Smoke check failed: answer_contains:EdUHK; RAG dimension failed: context_relevance - Matched 7 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 5 of 13 key question terms.,,,,,,,,,,
hk_startup_support_official_sources,official_source_audit,deterministic_controller,Which official or high-reliability Hong Kong sources in the library are most useful for a founder researching startup support?,The controlled research loop found these supported points: - ) + Marketing Product Marketing Jobs Client Support Jobs + Data Analytics Client Support Jobs Client Onboarding Jobs + Corporate Actions Client Onboarding Jobs Jobs in Hong Kong + Intern Jobs in Hong Kong + Graduate Programme Jobs in Hong Kong + Internship... [1] - About Us - 香港技術與創新支持中心 HKTISC...,Smoke check failed: answer_contains:official; RAG dimension failed: answer_relevance - Answer matched 4 of 12 key question terms.,,,,,,,,,,
hk_startup_support_official_sources,official_source_audit,coverage_rag,Which official or high-reliability Hong Kong sources in the library are most useful for a founder researching startup support?,- ) + Marketing Product Marketing Jobs Client Support Jobs + Data Analytics Client Support Jobs Client Onboarding Jobs + Corporate Actions Client Onboarding Jobs Jobs in Hong Kong + Intern Jobs in Hong Kong + Graduate Programme Jobs in Hong Kong + Internship Jobs in Hong Kong +... [1] - About Us - 香港技術與創新支持中心 HKTISC Hong Kong Technology and Innovation...,Smoke check failed: answer_contains:official; RAG dimension failed: answer_relevance - Answer matched 4 of 12 key question terms.,,,,,,,,,,
hk_startup_support_official_sources,official_source_audit,plan_execute,Which official or high-reliability Hong Kong sources in the library are most useful for a founder researching startup support?,- ) + Marketing Product Marketing Jobs Client Support Jobs + Data Analytics Client Support Jobs Client Onboarding Jobs + Corporate Actions Client Onboarding Jobs Jobs in Hong Kong + Intern Jobs in Hong Kong + Graduate Programme Jobs in Hong Kong + Internship Jobs in Hong Kong +... [1] - About Us - 香港技術與創新支持中心 HKTISC Hong Kong Technology and Innovation...,Smoke check failed: answer_contains:official; RAG dimension failed: answer_relevance - Answer matched 4 of 12 key question terms.,,,,,,,,,,
hk_startup_support_official_sources,official_source_audit,react_loop,Which official or high-reliability Hong Kong sources in the library are most useful for a founder researching startup support?,- ) + Marketing Product Marketing Jobs Client Support Jobs + Data Analytics Client Support Jobs Client Onboarding Jobs + Corporate Actions Client Onboarding Jobs Jobs in Hong Kong + Intern Jobs in Hong Kong + Graduate Programme Jobs in Hong Kong + Internship Jobs in Hong Kong +... [1] - About Us - 香港技術與創新支持中心 HKTISC Hong Kong Technology and Innovation...,Smoke check failed: answer_contains:official; RAG dimension failed: answer_relevance - Answer matched 4 of 12 key question terms.,,,,,,,,,,
hku_cuhk_startup_examples,startup_examples,deterministic_controller,What startup examples or startup directories are available from HKU and CUHK sources?,The controlled research loop found these supported points: - Starting Year NIL Project/Company Logo Project/Company Name Countryside Curators Limited Business Area Countryside Conservation Source of Funding/Programme S-KPF Starting Year 2023 Project/Company Logo Project/Company Name AnalyticX Business Area Source of... [1] - News & Events Events...,Smoke check failed: answer_contains:HKU; RAG dimension failed: answer_relevance - Answer matched 1 of 7 key question terms.; RAG dimension failed: self_containment - Answer includes 3 of 7 important question terms.,,,,,,,,,,
hku_cuhk_startup_examples,startup_examples,coverage_rag,What startup examples or startup directories are available from HKU and CUHK sources?,- Starting Year NIL Project/Company Logo Project/Company Name Countryside Curators Limited Business Area Countryside Conservation Source of Funding/Programme S-KPF Starting Year 2023 Project/Company Logo Project/Company Name AnalyticX Business Area Source of Funding/Programme PI... [1] - News & Events Events Announcements Innovation Day Webinar Series...,Smoke check failed: answer_contains:HKU; RAG dimension failed: answer_relevance - Answer matched 1 of 7 key question terms.; RAG dimension failed: self_containment - Answer includes 3 of 7 important question terms.,,,,,,,,,,
hku_cuhk_startup_examples,startup_examples,plan_execute,What startup examples or startup directories are available from HKU and CUHK sources?,- Starting Year NIL Project/Company Logo Project/Company Name Countryside Curators Limited Business Area Countryside Conservation Source of Funding/Programme S-KPF Starting Year 2023 Project/Company Logo Project/Company Name AnalyticX Business Area Source of Funding/Programme PI... [1] - News & Events Events Announcements Innovation Day Webinar Series...,Smoke check failed: min_citations; Smoke check failed: answer_contains:HKU; RAG dimension failed: context_relevance - Matched 3 of 7 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 1 of 7 key question terms.; RAG dimension failed: self_containment - Answer includes 3 of 7 important question terms.,,,,,,,,,,
hku_cuhk_startup_examples,startup_examples,react_loop,What startup examples or startup directories are available from HKU and CUHK sources?,- Starting Year NIL Project/Company Logo Project/Company Name Countryside Curators Limited Business Area Countryside Conservation Source of Funding/Programme S-KPF Starting Year 2023 Project/Company Logo Project/Company Name AnalyticX Business Area Source of Funding/Programme PI... [1] - News & Events Events Announcements Innovation Day Webinar Series...,Smoke check failed: answer_contains:HKU; RAG dimension failed: answer_relevance - Answer matched 1 of 7 key question terms.; RAG dimension failed: self_containment - Answer includes 3 of 7 important question terms.,,,,,,,,,,
shenzhen_commercialization_policy,shenzhen_policy,deterministic_controller,"What do Shenzhen government sources say about technology commercialization, science and technology plans, and R&D funding management?",The controlled research loop found these supported points: - PA P E R M AY 2 0 2 2 T E C H N O L O G Y A N D P U B L I C P U R P O S E P R O J E C T Deep Tech Entrepreneurship: From Lab to Impact Main Author: Livio Valenti Research Assistants: Philipp Heuermann and Heather Ichord Technology and Public Purpose Project... [1] - ABOUT NACIE The National...,Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:commercialization; Smoke check failed: answer_contains:funding; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: answer_relevance - Answer matched 4 of 10 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
shenzhen_commercialization_policy,shenzhen_policy,coverage_rag,"What do Shenzhen government sources say about technology commercialization, science and technology plans, and R&D funding management?",- PA P E R M AY 2 0 2 2 T E C H N O L O G Y A N D P U B L I C P U R P O S E P R O J E C T Deep Tech Entrepreneurship: From Lab to Impact Main Author: Livio Valenti Research Assistants: Philipp Heuermann and Heather Ichord Technology and Public Purpose Project Belfer Center for... [1] - ABOUT NACIE The National Advisory Council on Innovation and...,Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:commercialization; Smoke check failed: answer_contains:funding; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: answer_relevance - Answer matched 4 of 10 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
shenzhen_commercialization_policy,shenzhen_policy,plan_execute,"What do Shenzhen government sources say about technology commercialization, science and technology plans, and R&D funding management?",- PA P E R M AY 2 0 2 2 T E C H N O L O G Y A N D P U B L I C P U R P O S E P R O J E C T Deep Tech Entrepreneurship: From Lab to Impact Main Author: Livio Valenti Research Assistants: Philipp Heuermann and Heather Ichord Technology and Public Purpose Project Belfer Center for... [1] - ABOUT NACIE The National Advisory Council on Innovation and...,Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:commercialization; Smoke check failed: answer_contains:funding; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: answer_relevance - Answer matched 4 of 10 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
shenzhen_commercialization_policy,shenzhen_policy,react_loop,"What do Shenzhen government sources say about technology commercialization, science and technology plans, and R&D funding management?",- PA P E R M AY 2 0 2 2 T E C H N O L O G Y A N D P U B L I C P U R P O S E P R O J E C T Deep Tech Entrepreneurship: From Lab to Impact Main Author: Livio Valenti Research Assistants: Philipp Heuermann and Heather Ichord Technology and Public Purpose Project Belfer Center for... [1] - ABOUT NACIE The National Advisory Council on Innovation and...,Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:commercialization; Smoke check failed: answer_contains:funding; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: answer_relevance - Answer matched 4 of 10 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
shenzhen_talent_and_training_support,shenzhen_policy,deterministic_controller,"What Shenzhen policy evidence exists for entrepreneurship support through overseas returnee subsidies, doctoral innovation carriers, and entrepreneurship training?","The controlled research loop found these supported points: - - Business not profitable (29.4%) - Family or personal reasons (21.0%) - Problems getting finance (16.2%) For men, the top three reasons were: - Business not profitable (30.3%) - Another opportunity, such as a job, retirement, or school (17.1%) - Problems... [1] - . For policymakers and...",Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:subsidy; Smoke check failed: answer_contains:training; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: context_relevance - Matched 7 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 2 of 13 key question terms.; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
shenzhen_talent_and_training_support,shenzhen_policy,coverage_rag,"What Shenzhen policy evidence exists for entrepreneurship support through overseas returnee subsidies, doctoral innovation carriers, and entrepreneurship training?","- Business not profitable (29.4%) - Family or personal reasons (21.0%) - Problems getting finance (16.2%) For men, the top three reasons were: - Business not profitable (30.3%) - Another opportunity, such as a job, retirement, or school (17.1%) - Problems getting finance (16.1%)... [1] - For policymakers and stakeholders, it is key to recognize the synergy...",Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:subsidy; Smoke check failed: answer_contains:training; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: context_relevance - Matched 7 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 1 of 13 key question terms.; RAG dimension failed: self_containment - Answer includes 2 of 8 important question terms.,,,,,,,,,,
shenzhen_talent_and_training_support,shenzhen_policy,plan_execute,"What Shenzhen policy evidence exists for entrepreneurship support through overseas returnee subsidies, doctoral innovation carriers, and entrepreneurship training?","- Business not profitable (29.4%) - Family or personal reasons (21.0%) - Problems getting finance (16.2%) For men, the top three reasons were: - Business not profitable (30.3%) - Another opportunity, such as a job, retirement, or school (17.1%) - Problems getting finance (16.1%)... [1] - For policymakers and stakeholders, it is key to recognize the synergy...",Smoke check failed: web_used; Smoke check failed: source_mode; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:subsidy; Smoke check failed: answer_contains:training; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: answer_relevance - Answer matched 6 of 13 key question terms.,,,,,,,,,,
shenzhen_talent_and_training_support,shenzhen_policy,react_loop,"What Shenzhen policy evidence exists for entrepreneurship support through overseas returnee subsidies, doctoral innovation carriers, and entrepreneurship training?","- Business not profitable (29.4%) - Family or personal reasons (21.0%) - Problems getting finance (16.2%) For men, the top three reasons were: - Business not profitable (30.3%) - Another opportunity, such as a job, retirement, or school (17.1%) - Problems getting finance (16.1%)... [1] - For policymakers and stakeholders, it is key to recognize the synergy...",Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:subsidy; Smoke check failed: answer_contains:training; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: context_relevance - Matched 7 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 1 of 13 key question terms.; RAG dimension failed: self_containment - Answer includes 2 of 8 important question terms.,,,,,,,,,,
shenzhen_vc_and_sme_policy,shenzhen_policy,deterministic_controller,"Which Shenzhen sources discuss venture capital development or high-quality SME cultivation, and why are they relevant to startup ecosystem benchmarking?","The controlled research loop found these supported points: - . This strategy also utilizes an R&D tax credit to incentivize investment in robotics, which ranges from 8.5 percent to 18.5 percent, depending on company size and R&D intensity.[[55]]( edn55) Additionally, Australia has begun implementing a series of grants... [1] - ith entrepreneurs in deprived...",Smoke check failed: answer_contains:Shenzhen; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: answer_relevance - Answer matched 6 of 16 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).,,,,,,,,,,
shenzhen_vc_and_sme_policy,shenzhen_policy,coverage_rag,"Which Shenzhen sources discuss venture capital development or high-quality SME cultivation, and why are they relevant to startup ecosystem benchmarking?","- This strategy also utilizes an R&D tax credit to incentivize investment in robotics, which ranges from 8.5 percent to 18.5 percent, depending on company size and R&D intensity.[[55]]( edn55) Additionally, Australia has begun implementing a series of grants for small and... [1] - ith entrepreneurs in deprived areas struggling due to low awareness of...",Smoke check failed: answer_contains:Shenzhen; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: answer_relevance - Answer matched 5 of 16 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).,,,,,,,,,,
shenzhen_vc_and_sme_policy,shenzhen_policy,plan_execute,"Which Shenzhen sources discuss venture capital development or high-quality SME cultivation, and why are they relevant to startup ecosystem benchmarking?","- This strategy also utilizes an R&D tax credit to incentivize investment in robotics, which ranges from 8.5 percent to 18.5 percent, depending on company size and R&D intensity.[[55]]( edn55) Additionally, Australia has begun implementing a series of grants for small and... [1] - ith entrepreneurs in deprived areas struggling due to low awareness of...",Smoke check failed: answer_contains:Shenzhen; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: context_relevance - Matched 7 of 16 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 5 of 16 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).,,,,,,,,,,
shenzhen_vc_and_sme_policy,shenzhen_policy,react_loop,"Which Shenzhen sources discuss venture capital development or high-quality SME cultivation, and why are they relevant to startup ecosystem benchmarking?","- This strategy also utilizes an R&D tax credit to incentivize investment in robotics, which ranges from 8.5 percent to 18.5 percent, depending on company size and R&D intensity.[[55]]( edn55) Additionally, Australia has begun implementing a series of grants for small and... [1] - ith entrepreneurs in deprived areas struggling due to low awareness of...",Smoke check failed: answer_contains:Shenzhen; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: answer_relevance - Answer matched 5 of 16 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).,,,,,,,,,,
hong_kong_vs_shenzhen_support_model,cross_border_comparison,deterministic_controller,Compare Hong Kong university-led startup support with Shenzhen government-led commercialization and entrepreneurship policy support.,The controlled research loop found these supported points: - 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 9 Nov 2022 AI＆Web3 火大教育于佳宁受聘出任香港區塊鏈協會榮譽主席 近日，火大教育校長于佳宁博士受聘成為新加坡亞洲區塊鏈產業研究院元宇宙專業委員會主席、香港區塊鏈協會榮譽主席、Alibaba... [1] - The Global Startup Ecosystem Report 2025 The...,Smoke check failed: answer_contains:Hong Kong; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:university; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 1 of 11 key question terms.; RAG dimension failed: context_support - Context contained 1 of 2 required claim(s).; RAG dimension failed: self_containment - Answer includes 2 of 8 important question terms.,,,,,,,,,,
hong_kong_vs_shenzhen_support_model,cross_border_comparison,coverage_rag,Compare Hong Kong university-led startup support with Shenzhen government-led commercialization and entrepreneurship policy support.,- 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 [1] - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [2] - Templates]( Invention...,Smoke check failed: answer_contains:Hong Kong; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:university; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 1 of 11 key question terms.; RAG dimension failed: context_support - Context contained 1 of 2 required claim(s).; RAG dimension failed: self_containment - Answer includes 1 of 8 important question terms.,,,,,,,,,,
hong_kong_vs_shenzhen_support_model,cross_border_comparison,plan_execute,Compare Hong Kong university-led startup support with Shenzhen government-led commercialization and entrepreneurship policy support.,- 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 [1] - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [2] - Templates]( Invention...,Smoke check failed: answer_contains:Hong Kong; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:university; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 1 of 11 key question terms.; RAG dimension failed: context_support - Context contained 1 of 2 required claim(s).; RAG dimension failed: self_containment - Answer includes 1 of 8 important question terms.,,,,,,,,,,
hong_kong_vs_shenzhen_support_model,cross_border_comparison,react_loop,Compare Hong Kong university-led startup support with Shenzhen government-led commercialization and entrepreneurship policy support.,- 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 [1] - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [2] - Templates]( Invention...,Smoke check failed: answer_contains:Hong Kong; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:university; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 1 of 11 key question terms.; RAG dimension failed: context_support - Context contained 1 of 2 required claim(s).; RAG dimension failed: self_containment - Answer includes 1 of 8 important question terms.,,,,,,,,,,
cross_border_data_gaps,gap_analysis,deterministic_controller,What data gaps remain if we want to compare Hong Kong and Shenzhen startup support rigorously from the current internal source library?,The controlled research loop found these supported points: - Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. Hudson River Trading's immense operational leverage 12 May 2026 2 0 Financial Morning Coffee: Chirayu Rana wants to go the whole way with... [1] - Add datasets to the download queue...,Smoke check failed: intent; Smoke check failed: web_used; Smoke check failed: answer_contains:gap; Retrieval missed all labeled relevant chunks/sources.,,,,,,,,,,
cross_border_data_gaps,gap_analysis,coverage_rag,What data gaps remain if we want to compare Hong Kong and Shenzhen startup support rigorously from the current internal source library?,"- Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. [1] - Add datasets to the download queue if you want to download multiple datasets in one go. [2] - Major functions provided in the latest version of MyKE Mobile App include: Easy Parking, Easy Walking, Points of Interest, My Map, Fly and...",Smoke check failed: intent; Smoke check failed: web_used; Smoke check failed: answer_contains:gap; Retrieval missed all labeled relevant chunks/sources.,,,,,,,,,,
cross_border_data_gaps,gap_analysis,plan_execute,What data gaps remain if we want to compare Hong Kong and Shenzhen startup support rigorously from the current internal source library?,"- Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. [1] - Add datasets to the download queue if you want to download multiple datasets in one go. [2] - Major functions provided in the latest version of MyKE Mobile App include: Easy Parking, Easy Walking, Points of Interest, My Map, Fly and...",Smoke check failed: intent; Smoke check failed: web_used; Retrieval missed all labeled relevant chunks/sources.,,,,,,,,,,
